,Intercept
2138,17.678
2139,17.651
2140,17.717
2141,17.687
2142,17.69
2143,17.682
2144,17.594
2145,17.551
2146,17.539
2147,17.435
2148,17.425
2149,17.521
2150,17.557
2151,17.501
2152,17.581
2153,17.551
2154,17.647
2155,17.606
2156,17.563
2157,17.511
2158,17.566
2159,17.675
2160,17.442
2161,17.358
2162,17.252
2163,17.169
2164,17.179
2165,17.139
2166,17.117
2167,17.147
2168,17.197
2169,17.181
2170,17.167
2171,17.171
2172,17.149
2173,17.265
2174,17.347
2175,17.416
2176,17.528
2177,17.511
2178,17.554
2179,17.592
2180,17.609
2181,17.609
2182,17.656
2183,17.674
2184,17.714
2185,17.813
2186,17.674
2187,17.565
2188,17.437
2189,17.35
2190,17.279
2191,17.242
2192,17.195
2193,17.19
2194,17.138
2195,17.086
2196,16.921
2197,16.839
2198,16.717
2199,16.601
2200,16.623
2201,16.567
2202,16.496
2203,16.413
2204,16.296
2205,16.197
2206,16.102
2207,16.02
2208,15.919
2209,15.868
2210,15.859
2211,15.799
2212,15.853
2213,15.939
2214,15.952
2215,15.941
2216,15.926
2217,15.867
2218,15.872
2219,15.946
2220,16.016
2221,16.111
2222,16.072
2223,16.054
2224,16.083
2225,16.078
2226,16.073
2227,16.116
2228,16.195
2229,16.213
2230,16.298
2231,16.433
2232,16.584
2233,16.623
2234,16.651
2235,16.658
2236,16.657
2237,16.656
2238,16.686
2239,16.686
2240,16.622
2241,16.571
2242,16.536
2243,16.594
2244,16.689
2245,16.72
2246,16.704
2247,16.727
2248,16.763
2249,16.684
2250,16.575
2251,16.498
2252,16.408
2253,16.402
2254,16.535
2255,16.486
2256,16.496
2257,16.417
2258,16.352
2259,16.202
2260,16.218
2261,16.187
2262,16.179
2263,16.204
2264,16.179
2265,16.14
2266,16.026
2267,15.982
2268,15.927
2269,15.856
2270,15.791
2271,15.776
2272,15.769
2273,15.746
2274,15.721
2275,15.694
2276,15.605
2277,15.56
2278,15.527
2279,15.546
2280,15.521
2281,15.516
2282,15.492
2283,15.477
2284,15.486
2285,15.423
2286,15.413
2287,15.338
2288,15.244
2289,15.168
2290,15.174
2291,15.189
2292,15.207
2293,15.165
2294,15.134
2295,15.166
2296,15.311
2297,15.356
2298,15.428
2299,15.46
2300,15.462
2301,15.472
2302,15.453
2303,15.543
2304,15.531
2305,15.533
2306,15.517
2307,15.516
2308,15.568
2309,15.626
2310,15.653
2311,15.706
2312,15.682
2313,15.669
2314,15.739
2315,15.867
2316,15.943
2317,16.035
2318,16.101
2319,16.211
2320,16.398
2321,16.475
2322,16.574
2323,16.691
2324,16.789
2325,16.901
2326,17.003
2327,17.051
2328,17.024
2329,17.052
2330,16.987
2331,16.886
2332,16.813
2333,16.857
2334,16.852
2335,16.871
2336,16.961
2337,17.01
2338,17.062
2339,17.1
2340,17.139
2341,17.195
2342,17.293
2343,17.374
2344,17.397
2345,17.454
2346,17.52
2347,17.545
2348,17.509
2349,17.588
2350,17.678
2351,17.782
2352,17.834
2353,17.842
2354,17.604
2355,17.616
2356,17.642
2357,17.74
2358,17.729
2359,17.751
2360,17.799
2361,17.759
2362,17.711
2363,17.69
2364,17.76
2365,17.767
2366,17.8
2367,17.875
2368,17.898
2369,18.007
2370,17.992
2371,17.948
2372,17.963
2373,17.935
2374,18.015
2375,18.083
2376,18.212
2377,18.378
2378,18.458
2379,18.631
2380,19.029
2381,19.306
2382,19.713
2383,20.107
2384,20.451
2385,20.91
2386,21.201
2387,21.65
2388,22.11
2389,22.449
2390,22.79
2391,23.125
2392,23.469
2393,23.773
2394,24.073
2395,24.381
2396,24.575
2397,24.906
2398,25.326
2399,25.52
2400,25.686
2401,25.867
2402,26.165
2403,26.375
2404,26.534
2405,26.711
2406,26.884
2407,27.024
2408,27.128
2409,27.3
2410,27.391
2411,27.517
2412,27.756
2413,27.936
2414,28.141
2415,28.289
2416,28.481
2417,28.69
2418,28.908
2419,29.05
2420,29.148
2421,29.308
2422,29.526
2423,29.647
2424,29.822
2425,29.965
2426,30.166
2427,30.341
2428,30.641
2429,30.906
2430,31.174
2431,31.415
2432,31.677
2433,31.868
2434,32.106
2435,32.374
2436,32.645
2437,32.935
2438,33.216
2439,33.254
2440,33.297
2441,33.397
2442,33.421
2443,33.379
2444,33.358
2445,33.309
2446,33.281
2447,33.34
2448,33.399
2449,33.377
2450,33.313
2451,33.248
2452,33.26
2453,33.342
2454,33.396
2455,33.442
2456,33.453
2457,33.349
2458,33.324
2459,33.313
2460,33.323
2461,33.314
2462,33.367
2463,33.412
2464,33.44
2465,33.534
2466,33.636
2467,33.622
2468,33.675
2469,33.632
2470,33.668
2471,33.925
2472,34.147
2473,34.4740000014
2474,34.7780001339
2475,35.1260089463
2476,35.2750409056
2477,35.3610920079
2478,35.4722450174
2479,35.4762534793
2480,35.2620360394
2481,35.1920178735
2482,35.0090024266
2483,34.8670004313
2484,34.7600001048
2485,34.3800000003
2486,34.105
2487,33.764
2488,33.429
2489,33.256
2490,33.057
2491,32.809
2492,32.434
2493,32.12
2494,31.807
2495,31.42
2496,31.143
2497,30.65
2498,30.088
2499,29.893
2500,29.729
2501,29.545
2502,29.357
2503,29.098
2504,28.972
2505,28.714
2506,28.507
2507,28.303
2508,28.246
2509,27.96
2510,27.697
2511,27.452
2512,27.17
2513,26.954
2514,26.66
2515,26.414
2516,26.121
2517,25.906
2518,25.808
2519,25.718
2520,25.586
2521,25.358
2522,25.14
2523,25.046
2524,24.863
2525,24.693
2526,24.537
2527,24.401
2528,24.077
2529,23.775
2530,23.466
2531,23.206
2532,22.862
2533,22.609
2534,22.293
2535,22.022
2536,21.741
2537,21.432
2538,21.141
2539,21.078
2540,21.045
2541,21.003
2542,21.151
2543,21.114
2544,21.258
2545,21.234
2546,21.201
2547,21.111
2548,21.053
2549,21.005
2550,20.942
2551,20.927
2552,20.877
2553,20.777
2554,20.685
2555,20.629
2556,20.572
2557,20.586
2558,20.617
2559,20.618
2560,20.566
2561,20.597
2562,20.593
2563,20.595
2564,20.502
2565,20.4
2566,20.306
2567,20.22
2568,20.167
2569,20.119
2570,20.163
2571,19.994
2572,19.848
2573,19.543
2574,19.12
2575,18.705
2576,18.416
2577,18.192
2578,18.049
2579,18.006
2580,17.891
2581,17.846
2582,17.681
2583,17.53
2584,17.373
2585,17.358
2586,17.382
2587,17.344
2588,17.353
2589,17.26
2590,17.115
2591,17.04
2592,17.02
2593,16.99
2594,16.978
2595,17.014
2596,17.096
2597,17.263
2598,17.416
2599,17.451
2600,17.429
2601,17.42
2602,17.323
2603,17.288
2604,17.25
2605,17.314
2606,17.395
2607,17.565
2608,17.602
2609,17.668
2610,17.706
2611,17.779
2612,17.823
2613,17.913
2614,18.091
2615,18.292
2616,18.494
2617,18.629
2618,18.62
2619,18.555
2620,18.54
2621,18.547
2622,18.577
2623,18.563
2624,18.612
2625,18.691
2626,18.702
2627,18.756
2628,18.785
2629,18.755
2630,18.816
2631,18.922
2632,18.965
2633,18.975
2634,19.069
2635,19.061
2636,18.999
2637,18.995
2638,18.976
2639,18.99
2640,18.987
2641,18.99
2642,18.808
2643,18.855
2644,18.745
2645,18.737
2646,18.731
2647,18.703
2648,18.713
2649,18.712
2650,18.77
2651,18.743
2652,18.82
2653,18.754
2654,18.715
2655,18.698
2656,18.737
2657,18.705
2658,18.689
2659,18.666
2660,18.684
2661,18.74
2662,18.821
2663,18.968
2664,19.102
2665,19.25
2666,19.447
2667,19.539
2668,19.597
2669,19.749
2670,19.798
2671,19.873
2672,19.882
2673,19.999
2674,20.198
2675,20.304
2676,20.478
2677,20.632
2678,20.7
2679,20.576
2680,20.486
2681,20.296
2682,20.198
2683,20.091
2684,19.967
2685,20.102
2686,20.248
2687,20.214
2688,20.125
2689,19.974
2690,19.921
2691,19.838
2692,19.831
2693,19.788
2694,19.756
2695,19.739
2696,19.627
2697,19.507
2698,19.413
2699,19.282
2700,19.196
2701,19.152
2702,19.155
2703,19.16
2704,19.132
2705,19.064
2706,18.991
2707,18.817
2708,18.677
2709,18.619
2710,18.652
2711,18.614
2712,18.628
2713,18.521
2714,18.34
2715,18.171
2716,18.029
2717,17.848
2718,17.696
2719,17.567
2720,17.47
2721,17.595
2722,17.482
2723,17.351
2724,17.216
2725,17.051
2726,16.912
2727,16.78
2728,16.756
2729,16.799
2730,16.764
2731,16.69
2732,16.653
2733,16.585
2734,16.535
2735,16.517
2736,16.525
2737,16.585
2738,16.581
2739,16.552
2740,16.54
2741,16.422
2742,16.305
2743,16.287
2744,16.192
2745,16.166
2746,16.188
2747,16.213
2748,16.278
2749,16.284
2750,16.254
2751,16.286
2752,16.202
2753,16.243
2754,16.259
2755,16.292
2756,16.243
2757,16.318
2758,16.311
2759,16.313
2760,16.266
2761,16.16
2762,16.012
2763,15.808
2764,15.691
2765,15.569
2766,15.321
2767,15.259
2768,15.138
2769,14.981
2770,14.835
2771,14.756
2772,14.696
2773,14.555
2774,14.356
2775,14.302
2776,14.127
2777,13.948
2778,13.804
2779,13.76
2780,13.715
2781,13.732
2782,13.805
2783,13.841
2784,13.855
2785,13.631
2786,13.382
2787,13.446
2788,13.488
2789,13.619
2790,13.637
2791,13.667
2792,13.562
2793,13.592
2794,13.597
2795,13.512
2796,13.589
2797,13.552
2798,13.479
2799,13.566
2800,13.619
2801,13.606
2802,13.532
2803,13.52
2804,13.602
2805,13.729
2806,13.883
2807,13.951
2808,14.103
2809,14.13
2810,14.035
2811,14.004
2812,13.91
2813,13.87
2814,13.824
2815,13.769
2816,13.7
2817,13.721
2818,13.753
2819,13.752
2820,13.699
2821,13.482
2822,13.483
2823,13.592
2824,13.631
2825,13.645
2826,13.643
2827,13.607
2828,13.557
2829,13.835
2830,13.863
2831,13.799
2832,13.785
2833,13.785
2834,13.776
2835,13.81
2836,13.837
2837,13.757
2838,13.698
2839,13.728
2840,13.655
2841,13.735
2842,13.806
2843,13.734
2844,13.767
2845,13.767
2846,13.708
2847,13.708
2848,13.592
2849,13.519
2850,13.54
2851,13.516
2852,13.514
2853,13.562
2854,13.634
2855,13.593
2856,13.604
2857,13.57
2858,13.593
2859,13.664
2860,13.759
2861,13.804
2862,13.779
2863,13.781
2864,13.742
2865,13.749
2866,13.797
2867,13.75
2868,13.737
2869,13.793
2870,13.855
2871,13.839
2872,13.764
2873,13.745
2874,13.7
2875,13.609
2876,13.632
2877,13.694
2878,13.802
2879,13.804
2880,13.846
2881,13.85
2882,13.783
2883,13.763
2884,13.732
2885,13.708
2886,13.719
2887,13.658
2888,13.627
2889,13.549
2890,13.524
2891,13.507
2892,13.556
2893,13.525
2894,13.57
2895,13.689
2896,13.644
2897,13.662
2898,13.642
2899,13.614
2900,13.588
2901,13.595
2902,13.672
2903,13.697
2904,13.589
2905,13.493
2906,13.352
2907,13.315
2908,13.139
2909,13.074
2910,13.064
2911,13.054
2912,13.104
2913,13.171
2914,13.291
2915,13.361
2916,13.337
2917,13.307
2918,13.309
2919,13.394
2920,13.402
2921,13.383
2922,13.42
2923,13.365
2924,13.374
2925,13.392
2926,13.446
2927,13.489
2928,13.532
2929,13.288
2930,13.317
2931,13.457
2932,13.48
2933,13.49
2934,13.421
2935,13.378
2936,13.289
2937,13.288
2938,13.303
2939,13.368
2940,13.389
2941,13.444
2942,13.513
2943,13.555
2944,13.545
2945,13.55
2946,13.582
2947,13.604
2948,13.702
2949,13.86
2950,13.884
2951,13.983
2952,13.991
2953,13.979
2954,13.898
2955,13.918
2956,13.878
2957,13.843
2958,13.816
2959,13.785
2960,13.723
2961,13.72
2962,13.726
2963,13.746
2964,13.726
2965,13.744
2966,13.764
2967,13.86
2968,13.896
2969,13.85
2970,13.792
2971,13.738
2972,13.785
2973,14.108
2974,14.127
2975,14.188
2976,14.159
2977,14.143
2978,14.032
2979,14.067
2980,14.018
2981,13.992
2982,14.015
2983,14.073
2984,14.13
2985,14.156
2986,14.142
2987,14.128
2988,14.087
2989,14.115
2990,14.106
2991,14.112
2992,14.131
2993,14.158
2994,14.156
2995,14.095
2996,14.054
2997,14.105
2998,14.232
2999,14.237
3000,14.225
3001,14.252
3002,14.296
3003,14.369
3004,14.393
3005,14.392
3006,14.348
3007,14.357
3008,14.372
3009,14.456
3010,14.503
3011,14.547
3012,14.499
3013,14.489
3014,14.444
3015,14.411
3016,14.503
3017,14.515
3018,14.478
3019,14.436
3020,14.47
3021,14.505
3022,14.501
3023,14.51
3024,14.47
3025,14.447
3026,14.46
3027,14.481
3028,14.523
3029,14.584
3030,14.583
3031,14.514
3032,14.54
3033,14.641
3034,14.691
3035,14.715
3036,14.803
3037,14.822
3038,14.895
3039,14.924
3040,15.048
3041,14.98
3042,14.976
3043,15.021
3044,15.15
3045,15.307
3046,15.422
3047,15.468
3048,15.416
3049,15.326
3050,15.284
3051,15.24
3052,15.262
3053,15.256
3054,15.302
3055,15.351
3056,15.379
3057,15.446
3058,15.479
3059,15.563
3060,15.556
3061,15.564
3062,15.661
3063,15.868
3064,16.062
3065,16.072
3066,16.066
3067,16.021
3068,16.035
3069,16.072
3070,16.174
3071,16.265
3072,16.288
3073,15.984
3074,16.006
3075,15.996
3076,16.021
3077,15.993
3078,15.957
3079,15.926
3080,15.892
3081,15.92
3082,15.923
3083,15.858
3084,15.796
3085,15.834
3086,15.864
3087,15.877
3088,15.92
3089,15.886
3090,15.857
3091,15.815
3092,15.827
3093,15.864
3094,15.874
3095,15.946
3096,15.983
3097,15.986
3098,15.952
3099,15.937
3100,15.939
3101,15.876
3102,15.77
3103,15.673
3104,15.651
3105,15.66
3106,15.695
3107,15.682
3108,15.655
3109,15.57
3110,15.576
3111,15.6
3112,15.616
3113,15.538
3114,15.472
3115,15.468
3116,15.591
3117,15.668
3118,15.762
3119,15.804
3120,15.739
3121,15.716
3122,15.727
3123,15.744
3124,15.773
3125,15.859
3126,15.8
3127,15.758
3128,15.694
3129,15.583
3130,15.498
3131,15.476
3132,15.403
3133,15.33
3134,15.375
3135,15.377
3136,15.291
3137,15.257
3138,15.228
3139,15.139
3140,15.055
3141,15.047
3142,15.018
3143,14.97
3144,14.876
3145,14.735
3146,14.657
3147,14.628
3148,14.609
3149,14.612
3150,14.582
3151,14.568
3152,14.606
3153,14.61
3154,14.647
3155,14.638
3156,14.663
3157,14.657
3158,14.716
3159,14.712
3160,14.774
3161,14.759
3162,14.712
3163,14.559
3164,14.439
3165,14.408
3166,14.429
3167,14.429
3168,14.499
3169,14.489
3170,14.453
3171,14.375
3172,14.317
3173,14.316
3174,14.326
3175,14.378
3176,14.413
3177,14.474
3178,14.557
3179,14.555
3180,14.624
3181,14.676
3182,14.744
3183,14.795
3184,14.895
3185,14.948
3186,15.009
3187,15.112
3188,15.14
3189,15.292
3190,15.662
3191,16.009
3192,16.231
3193,16.373
3194,16.532
3195,16.722
3196,16.881
3197,17.05
3198,17.197
3199,17.338
3200,17.515
3201,17.701
3202,17.876
3203,18.112
3204,18.363
3205,18.55
3206,18.778
3207,19.0
3208,19.111
3209,19.281
3210,19.383
3211,19.466
3212,19.628
3213,19.781
3214,19.876
3215,20.013
3216,19.897
3217,19.858
3218,19.87
3219,19.946
3220,20.068
3221,20.183
3222,20.216
3223,20.231
3224,20.242
3225,20.22
3226,20.258
3227,20.317
3228,20.365
3229,20.444
3230,20.513
3231,20.526
3232,20.548
3233,20.519
3234,20.44
3235,20.397
3236,20.492
3237,20.633
3238,20.708
3239,20.824
3240,20.908
3241,20.936
3242,20.9
3243,20.89
3244,20.851
3245,20.841
3246,20.839
3247,20.816
3248,20.828
3249,20.817
3250,20.839
3251,20.862
3252,20.826
3253,20.776
3254,20.754
3255,20.806
3256,20.816
3257,20.796
3258,20.736
3259,20.625
3260,20.68
3261,20.913
3262,20.957
3263,20.98
3264,20.991
3265,21.01
3266,20.934
3267,20.931
3268,20.829
3269,20.871
3270,20.849
3271,20.852
3272,20.864
3273,20.871
3274,20.884
3275,20.842
3276,20.753
3277,20.677
3278,20.644
3279,20.653
3280,20.624
3281,20.573
3282,20.542
3283,20.591
3284,20.533
3285,20.447
3286,20.448
3287,20.364
3288,20.296
3289,20.168
3290,19.874
3291,19.625
3292,19.384
3293,19.19
3294,18.955
3295,18.681
3296,18.535
3297,18.37
3298,18.291
3299,18.293
3300,18.245
3301,18.162
3302,18.122
3303,18.001
3304,17.801
3305,17.604
3306,17.408
3307,17.199
3308,17.19
3309,17.099
3310,17.091
3311,17.012
3312,16.895
3313,16.788
3314,16.768
3315,16.653
3316,16.675
3317,16.732
3318,16.712
3319,16.614
3320,16.559
3321,16.472
3322,16.388
3323,16.331
3324,16.318
3325,16.249
3326,16.237
3327,16.286
3328,16.261
3329,16.237
3330,16.261
3331,16.309
3332,16.333
3333,16.418
3334,16.59
3335,16.716
3336,16.715
3337,16.631
3338,16.58
3339,16.469
3340,16.416
3341,16.43
3342,16.477
3343,16.482
3344,16.616
3345,16.74
3346,16.766
3347,16.851
3348,16.851
3349,16.841
3350,16.839
3351,16.899
3352,16.886
3353,16.93
3354,16.931
3355,16.85
3356,16.818
3357,16.804
3358,16.797
3359,16.862
3360,16.763
3361,16.551
3362,16.554
3363,16.554
3364,16.593
3365,16.589
3366,16.582
3367,16.493
3368,16.503
3369,16.468
3370,16.45
3371,16.465
3372,16.431
3373,16.381
3374,16.386
3375,16.363
3376,16.351
3377,16.339
3378,16.294
3379,16.241
3380,16.355
3381,16.391
3382,16.375
3383,16.375
3384,16.394
3385,16.413
3386,16.368
3387,16.334
3388,16.342
3389,16.263
3390,16.193
3391,16.095
3392,16.062
3393,16.041
3394,15.991
3395,15.972
3396,15.926
3397,15.889
3398,15.822
3399,15.676
3400,15.528
3401,15.416
3402,15.255
3403,15.102
3404,15.445
3405,15.453
3406,15.397
3407,15.371
3408,15.278
3409,15.25
3410,15.19
3411,15.144
3412,15.07
3413,15.048
3414,15.01
3415,14.974
3416,14.911
3417,14.801
3418,14.719
3419,14.615
3420,14.524
3421,14.492
3422,14.522
3423,14.523
3424,14.466
3425,14.426
3426,14.368
3427,14.26
3428,14.223
3429,14.147
3430,14.151
3431,14.072
3432,14.067
3433,14.025
3434,13.917
3435,13.796
3436,13.718
3437,13.633
3438,13.579
3439,13.549
3440,13.592
3441,13.628
3442,13.62
3443,13.593
3444,13.506
3445,13.48
3446,13.522
3447,13.451
3448,13.495
3449,13.573
3450,13.644
3451,13.605
3452,13.644
3453,13.679
3454,13.637
3455,13.605
3456,13.611
3457,13.587
3458,13.574
3459,13.62
3460,13.66
3461,13.678
3462,13.684
3463,13.673
3464,13.636
3465,13.587
3466,13.606
3467,13.673
3468,13.718
3469,13.702
3470,13.714
3471,13.746
3472,13.773
3473,13.805
3474,13.814
3475,13.842
3476,13.936
3477,14.059
3478,14.158
3479,14.248
3480,14.131
3481,14.059
3482,14.029
3483,13.992
3484,14.051
3485,14.099
3486,14.107
3487,14.19
3488,14.234
3489,14.36
3490,14.478
3491,14.624
3492,14.802
3493,14.95
3494,15.204
3495,15.355
3496,15.486
3497,15.61
3498,15.734
3499,15.784
3500,15.919
3501,16.031
3502,16.192
3503,16.335
3504,15.947
3505,15.928
3506,15.922
3507,15.94
3508,15.908
3509,15.868
3510,15.813
3511,15.805
3512,15.831
3513,15.802
3514,15.855
3515,15.812
3516,15.742
3517,15.74
3518,15.721
3519,15.834
3520,15.892
3521,15.88
3522,15.788
3523,15.744
3524,15.985
3525,16.112
3526,16.277
3527,16.431
3528,16.591
3529,16.719
3530,16.74
3531,16.812
3532,16.866
3533,16.916
3534,16.968
3535,17.054
3536,17.192
3537,17.332
3538,17.507
3539,17.594
3540,17.604
3541,17.652
3542,17.732
3543,17.898
3544,17.982
3545,18.018
3546,17.914
3547,18.082
3548,18.145
3549,18.023
3550,17.973
3551,17.869
3552,17.796
3553,17.719
3554,17.738
3555,17.801
3556,17.817
3557,17.878
3558,17.882
3559,17.787
3560,17.753
3561,17.737
3562,17.728
3563,17.73
3564,17.716
3565,17.763
3566,17.791
3567,17.833
3568,17.806
3569,17.836
3570,17.854
3571,17.866
3572,17.902
3573,17.999
3574,18.066
3575,18.089
3576,18.064
3577,18.031
3578,18.028
3579,18.045
3580,18.09
3581,18.119
3582,18.105
3583,18.099
3584,18.027
3585,17.959
3586,17.953
3587,17.914
3588,17.894
3589,17.882
3590,17.855
3591,17.751
3592,17.614
3593,17.471
3594,17.281
3595,17.177
3596,17.121
3597,17.107
3598,17.054
3599,17.026
3600,16.911
3601,16.872
3602,16.787
3603,16.702
3604,16.682
3605,16.696
3606,16.735
3607,16.777
3608,16.872
3609,16.929
3610,16.981
3611,16.998
3612,17.013
3613,17.173
3614,17.204
3615,17.294
3616,17.509
3617,17.668
3618,17.852
3619,17.884
3620,18.029
3621,18.226
3622,18.462
3623,18.658
3624,18.593
3625,18.673
3626,18.744
3627,18.776
3628,18.702
3629,18.708
3630,18.705
3631,18.773
3632,18.831
3633,18.898
3634,19.008
3635,19.11
3636,19.146
3637,19.257
3638,19.333
3639,19.473
3640,19.555
3641,19.568
3642,19.601
3643,19.645
3644,19.773
3645,19.797
3646,20.03
3647,19.984
3648,19.899
3649,20.052
3650,20.122
3651,20.235
3652,20.327
3653,20.463
3654,20.549
3655,20.687
3656,20.724
3657,20.833
3658,21.034
3659,21.154
3660,21.238
3661,21.408
3662,21.456
3663,21.374
3664,21.352
3665,21.357
3666,21.297
3667,21.366
3668,21.49
3669,21.531
3670,21.629
3671,21.6
3672,21.579
3673,21.492
3674,21.394
3675,21.281
3676,21.205
3677,21.131
3678,21.039
3679,20.987
3680,20.951
3681,20.923
3682,20.931
3683,20.852
3684,20.8
3685,20.874
3686,20.877
3687,20.802
3688,20.741
3689,20.645
3690,20.555
3691,20.818
3692,20.86
3693,20.831
3694,20.852
3695,20.821
3696,20.748
3697,20.66
3698,20.562
3699,20.505
3700,20.477
3701,20.396
3702,20.339
3703,20.362
3704,20.414
3705,20.365
3706,20.327
3707,20.244
3708,20.165
3709,20.13
3710,20.053
3711,20.007
3712,19.982
3713,19.87
3714,19.81
3715,19.813
3716,19.657
3717,19.519
3718,19.466
3719,19.358
3720,19.197
3721,19.079
3722,18.909
3723,18.751
3724,18.562
3725,18.347
3726,18.089
3727,17.916
3728,17.857
3729,17.752
3730,17.656
3731,17.531
3732,17.368
3733,17.271
3734,17.119
3735,16.933
3736,16.755
3737,16.54
3738,16.277
3739,16.047
3740,15.917
3741,15.755
3742,15.613
3743,15.397
3744,15.089
3745,14.914
3746,14.705
3747,14.542
3748,14.507
3749,14.398
3750,14.266
3751,14.17
3752,14.093
3753,13.927
3754,13.834
3755,13.63
3756,13.566
3757,13.486
3758,13.306
3759,13.152
3760,13.027
3761,12.814
3762,12.67
3763,12.655
3764,12.646
3765,12.629
3766,12.751
3767,12.673
3768,12.566
3769,12.509
3770,12.348
3771,12.265
3772,12.216
3773,12.209
3774,12.174
3775,12.223
3776,12.233
3777,12.221
3778,12.275
3779,12.214
3780,12.141
3781,12.173
3782,12.214
3783,12.328
3784,12.388
3785,12.344
3786,12.285
3787,12.311
3788,12.363
3789,12.39
3790,12.508
3791,12.35
3792,12.321
3793,12.424
3794,12.384
3795,12.355
3796,12.329
3797,12.253
3798,12.213
3799,12.24
3800,12.26
3801,12.358
3802,12.434
3803,12.368
3804,12.305
3805,12.441
3806,12.432
3807,12.4
3808,12.41
3809,12.396
3810,12.396
3811,12.538
3812,12.671
3813,12.698
3814,12.751
3815,12.712
3816,12.724
3817,12.734
3818,12.625
3819,12.625
3820,12.592
3821,12.517
3822,12.498
3823,12.5
3824,12.505
3825,12.531
3826,12.619
3827,12.594
3828,12.57
3829,12.569
3830,12.516
3831,12.466
3832,12.461
3833,12.359
3834,12.323
3835,12.723
3836,12.759
3837,12.77
3838,12.798
3839,12.775
3840,12.71
3841,12.739
3842,12.74
3843,12.762
3844,12.851
3845,12.877
3846,12.89
3847,12.951
3848,12.966
3849,13.033
3850,13.252
3851,13.363
3852,13.475
3853,13.647
3854,13.777
3855,13.908
3856,14.068
3857,14.069
3858,14.189
3859,14.395
3860,14.539
3861,14.692
3862,14.921
3863,15.056
3864,15.146
3865,15.264
3866,15.29
3867,15.335
3868,15.379
3869,15.42
3870,15.511
3871,15.671
3872,15.784
3873,15.874
3874,15.989
3875,16.025
3876,16.132
3877,16.257
3878,16.316
3879,16.441
3880,16.559
3881,16.543
3882,16.505
3883,16.422
3884,16.483
3885,16.442
3886,16.542
3887,16.523
3888,16.526
3889,16.544
3890,16.476
3891,16.299
3892,16.229
3893,16.102
3894,16.065
3895,16.091
3896,16.151
3897,16.259
3898,16.333
3899,16.283
3900,16.284
3901,16.245
3902,16.159
3903,16.137
3904,16.167
3905,16.051
3906,16.067
3907,16.136
3908,16.126
3909,16.128
3910,16.124
3911,15.988
3912,15.845
3913,15.884
3914,15.813
3915,15.803
3916,15.728
3917,15.664
3918,15.634
3919,15.604
3920,15.618
3921,15.602
3922,15.628
3923,15.584
3924,15.591
3925,15.703
3926,15.707
3927,15.733
3928,15.76
3929,15.753
3930,15.786
3931,15.871
3932,15.947
3933,16.036
3934,16.02
3935,15.682
3936,15.72
3937,15.737
3938,15.744
3939,15.737
3940,15.721
3941,15.667
3942,15.625
3943,15.605
3944,15.526
3945,15.548
3946,15.47
3947,15.383
3948,15.469
3949,15.349
3950,15.228
3951,15.103
3952,15.073
3953,14.886
3954,14.859
3955,14.822
3956,14.665
3957,14.667
3958,14.573
3959,14.377
3960,14.26
3961,14.074
3962,13.8
3963,13.635
3964,13.506
3965,13.35
3966,13.234
3967,13.165
3968,13.045
3969,12.965
3970,12.886
3971,12.754
3972,12.696
3973,12.612
3974,12.508
3975,12.436
3976,12.33
3977,12.168
3978,12.07
3979,11.969
3980,11.846
3981,11.849
3982,11.809
3983,11.799
3984,11.746
3985,11.815
3986,11.73
3987,11.72
3988,11.69
3989,11.647
3990,11.651
3991,11.654
3992,11.634
3993,11.702
3994,11.75
3995,11.735
3996,11.702
3997,11.612
3998,11.518
3999,11.551
4000,11.575
4001,11.548
4002,11.577
4003,11.612
4004,11.628
4005,11.641
4006,11.65
4007,11.582
4008,11.642
4009,11.637
4010,11.664
4011,11.663
4012,11.664
4013,11.58
4014,11.583
4015,11.61
4016,11.722
4017,11.799
4018,11.873
4019,11.955
4020,12.008
4021,12.108
4022,12.134
4023,12.252
4024,12.273
4025,12.206
4026,12.16
4027,12.174
4028,12.168
4029,12.172
4030,12.15
4031,12.08
4032,12.046
4033,12.035
4034,12.067
4035,12.052
4036,12.015
4037,11.992
4038,11.978
4039,11.995
4040,12.046
4041,12.072
4042,12.062
4043,12.041
4044,12.095
4045,12.113
4046,12.197
4047,12.223
4048,12.147
4049,12.23
4050,12.169
4051,12.203
4052,12.105
4053,12.158
4054,12.004
4055,11.917
4056,11.931
4057,11.872
4058,11.834
4059,11.877
4060,11.886
4061,11.907
4062,11.957
4063,11.987
4064,12.035
4065,12.028
4066,12.017
