,Intercept
264,15.6475209705
265,15.5986987919
266,15.498604692
267,15.3530246465
268,15.244023125
269,15.1623063114
270,15.1263385625
271,15.1036660633
272,15.0829127936
273,15.0753732222
274,15.0161306505
275,14.9113847742
276,14.8268169909
277,14.7399648192
278,14.6261716101
279,14.5823588473
280,14.6088133398
281,14.687547119
282,14.721551374
283,14.7123532791
284,14.6710329195
285,14.6591175465
286,14.6243434529
287,14.6088133398
288,14.5896518498
289,14.6371453534
290,14.66003377
291,14.7059180323
292,14.7178714461
293,14.7399648192
294,14.7584012956
295,14.7114337857
296,14.7372013349
297,14.7316759204
298,14.782403194
299,14.783327123
300,14.7860992568
301,14.7418074299
302,14.6948927288
303,14.5969484997
304,14.6106395556
305,14.6811227226
306,14.7040799074
307,14.7187913418
308,14.7722437845
309,14.7750138399
310,14.7160318272
311,14.7344383686
312,14.82311075
313,14.9365689792
314,15.0320937682
315,15.1253931959
316,15.2564139269
317,15.4097434359
318,15.4937621347
319,15.5257509963
320,15.4811785657
321,15.4145597333
322,15.4155231734
323,15.4483159901
324,15.3962658077
325,15.4724728515
326,15.4918255355
327,15.5782389294
328,15.5831078898
329,15.6074755282
330,15.7043461675
331,15.7397207278
332,15.832463753
333,15.9068526396
334,15.9586340098
335,16.0045810999
336,16.0045810999
337,16.0215950043
338,15.9805922244
339,15.9925821642
340,16.0596915142
341,16.1381736551
342,16.2688136148
343,16.2616975656
344,16.0416345202
345,16.0466483143
346,16.1159989149
347,16.1311147483
348,16.1391823224
349,16.0978786107
350,16.0928488096
351,16.0777688337
352,16.0878205801
353,16.0637069389
354,16.1341396159
355,16.1039164472
356,16.0526669359
357,16.0737498939
358,16.0717408007
359,16.1472539313
360,16.1866608705
361,16.1846376643
362,16.129098485
363,16.1250667144
364,16.2515371801
365,16.3892396404
366,16.6234192614
367,16.7318234184
368,16.80938733
369,16.830412202
370,16.7873394812
371,16.7485636106
372,16.747516858
373,16.7098773055
374,16.6931757803
375,16.6817031661
376,16.6796180836
377,16.7360068972
378,16.8841447316
379,16.8904774732
380,16.7579873278
381,16.6379711188
382,16.5487819347
383,16.490962441
384,16.4549278878
385,16.4302639986
386,16.4241038047
387,16.3616061208
388,16.7370529303
389,16.6848312787
390,16.6254973187
391,16.5167497109
392,16.4580134761
393,16.4169198309
394,16.3841188032
395,16.4066624617
396,16.3800232854
397,16.3677428737
398,16.2596649805
399,16.1280904479
400,16.0677233677
401,16.0296078049
402,15.9915826591
403,15.9456728858
404,15.9736022444
405,15.9347140033
406,15.9586340098
407,15.9646196198
408,15.897907551
409,15.8374121711
410,15.7998429483
411,15.7939191179
412,15.7702459985
413,15.7328361061
414,15.7899711317
415,15.768274841
416,15.6055247157
417,15.5257509963
418,15.5306035516
419,15.5451703196
420,15.5636411742
421,15.5451703196
422,15.5034487628
423,15.4030031477
424,15.3616631523
425,15.2602285071
426,15.1708375078
427,15.0546588285
428,15.0386717481
429,14.974893019
430,14.9459072528
431,15.0358522615
432,15.0095625302
433,14.9627308599
434,14.8750825352
435,14.8881039284
436,14.9440391311
437,14.9617957185
438,15.0142537515
439,15.0039349995
440,15.0058106086
441,14.974893019
442,14.8927571879
443,14.8704347981
444,14.8064441271
445,14.8119975849
446,14.7860992568
447,14.811071864
448,14.8212579769
449,14.8946188989
450,14.9263036172
451,14.9169775921
452,14.8899650577
453,14.9608606355
454,14.9365689792
455,15.0640709312
456,15.1689412717
457,15.239260112
458,15.3166044791
459,15.3808772375
460,15.4001153554
461,15.4502471503
462,15.4927938048
463,15.4444543938
464,15.3703065185
465,15.2716779715
466,15.1197222368
467,15.144311759
468,15.1547270532
469,15.1784248233
470,15.1793735045
471,15.2211742313
472,15.186965089
473,15.1879143039
474,15.2183205286
475,15.2050103222
476,15.2316423866
477,15.2040600388
478,15.1027221136
479,15.1291750169
480,15.128229473
481,15.0857411049
482,15.0885699465
483,15.1357954791
484,15.1879143039
485,15.2402125955
486,15.288868277
487,15.3108618292
488,15.0151921717
489,15.1187772837
490,15.2506938442
491,15.4405937628
492,15.4753742121
493,15.4695720348
494,15.4454197024
495,15.4261249895
496,15.3943413948
497,15.4049286435
498,15.499573385
499,15.5558612988
500,15.5753182835
501,15.7338194391
502,15.8037934028
503,15.827516881
504,15.7801054831
505,15.7860241323
506,15.7367698068
507,15.8473136476
508,16.0075822402
509,16.1836261561
510,16.3125948561
511,16.3432096639
512,16.3564939177
513,16.3656970337
514,16.235293766
515,16.1512912495
516,16.1543199005
517,16.1149916965
518,16.0376246128
519,16.0105839432
520,15.9516536345
521,15.9197822093
522,15.8929402311
523,15.8651519075
524,15.8097209367
525,15.8532575046
526,15.9018825247
527,15.9815910426
528,15.9486629798
529,15.9795934686
530,15.884002966
531,15.7357862895
532,15.671989333
533,15.5947996046
534,15.6289505677
535,15.5539169376
536,15.5044177586
537,15.4502471503
538,15.4348046257
539,15.3683853503
540,15.2879127526
541,15.2573674825
542,15.1812710447
543,15.1471515837
544,15.1528328307
545,15.0706629041
546,15.0142537515
547,14.9225725077
548,14.942171243
549,14.8212579769
550,14.7879476347
551,14.7151121039
552,14.7068371809
553,14.6582013803
554,14.605161593
555,14.5259615471
556,14.4589340954
557,14.3823246819
558,14.3526917068
559,14.2561372756
560,14.1930158207
561,14.2748607403
562,14.2543553698
563,14.2507922263
564,14.2409981738
565,14.1947900586
566,14.124876025
567,14.0368708524
568,14.0053233972
569,13.9677346231
570,14.1010603968
571,14.2063280121
572,14.2793223314
573,14.3302831372
574,14.359869847
575,14.4426769409
576,14.4869754365
577,14.584181756
578,14.638975111
579,14.7206313058
580,14.9319020307
581,15.0490143898
582,15.1736823066
583,15.2487876266
584,15.311818788
585,15.3051213324
586,15.2926909719
587,15.3808772375
588,15.3635834802
589,15.3559036086
590,15.2850465377
591,15.1812710447
592,15.1679932425
593,15.2135655465
594,15.2936467949
595,15.3357622058
596,15.4049286435
597,15.5189599659
598,15.4918255355
599,15.5121719059
600,15.5441987768
601,15.4386638092
602,15.4068543799
603,15.4299820028
604,15.4647385488
605,15.5276918364
606,15.7397207278
607,15.7613777296
608,15.7249716544
609,15.7190758955
610,15.7870107896
611,15.8008304693
612,15.8403819642
613,15.8641603665
614,15.9347140033
615,15.9915826591
616,16.0155880326
617,16.0235978289
618,16.0757592382
619,16.0346178401
620,16.0155880326
621,16.0767640045
622,16.0928488096
623,16.1301065852
624,16.2363085035
625,16.3064787799
626,16.2342790918
627,16.1745254262
628,16.1998178768
629,16.1988054198
630,16.3564939177
631,16.4641863885
632,16.5736237342
633,16.6421311315
634,16.6151096293
635,16.6171866479
636,16.5933166028
637,16.5477476681
638,16.6068041511
639,16.7004806426
640,16.8367247901
641,17.0378527306
642,17.2026337999
643,17.3549019564
644,17.3223920029
645,17.4113971427
646,17.3983434906
647,17.3755231439
648,17.3939944484
649,17.3907333802
650,17.3104869512
651,17.5260351811
652,17.6833761909
653,17.7697931199
654,17.8934996706
655,17.9674628008
656,18.0360944988
657,18.1276337404
658,18.1741453694
659,18.2812327346
660,18.3820565259
661,18.3361587807
662,18.3487692242
663,18.4131024339
664,18.4984602705
665,18.649372511
666,18.7803760962
667,18.8450447245
668,18.886313381
669,18.9987844347
670,18.9264894689
671,18.8603625454
672,18.8851330233
673,18.8898548968
674,18.8615413549
675,19.248584008
676,19.3329810469
677,19.3753182323
678,19.4554064885
679,19.3825853392
680,19.2762737447
681,19.2979717555
682,19.1921242583
683,19.0964031392
684,18.9964097351
685,18.9241238056
686,18.843866946
687,18.7100815704
688,18.6097846714
689,18.5007727226
690,18.431524746
691,18.3774615862
692,18.3866526145
693,18.3705713301
694,18.3418897257
695,18.299523111
696,18.2105300327
697,18.0259520485
698,17.9214801179
699,17.8756151147
700,17.8555163554
701,17.8610970762
702,17.7897953863
703,17.7154563741
704,17.629303692
705,17.6171877111
706,17.4005184195
707,17.2813001378
708,17.1671899318
709,17.0197596258
710,16.7915368407
711,16.7852411949
712,16.740191422
713,16.6254973187
714,16.5043667928
715,16.4087134227
716,16.3564939177
717,16.348317715
718,16.3278950846
719,16.3442311464
720,16.3544494838
721,16.2566165791
722,16.1846376643
723,16.1462447595
724,16.0958665017
725,15.9506566873
726,15.9436798013
727,15.9416869659
728,15.9676132666
729,15.9915826591
730,15.8989012013
731,15.7702459985
732,15.636766997
733,15.5548890878
734,15.5024798275
735,15.5529448482
736,15.5714249406
737,15.6191855255
738,15.5005421386
739,15.3981904613
740,15.2630900683
741,15.0800850125
742,14.9524475178
743,14.7344383686
744,14.7086756505
745,14.6829579776
746,14.727072991
747,14.8657885133
748,14.8918264197
749,14.9720854897
750,14.9964349072
751,14.7842511099
752,14.693055982
753,14.673783996
754,14.6024233819
755,14.55595226
756,14.4282414829
757,14.2873567097
758,14.1134042242
759,14.0035728412
760,13.8512433338
761,13.7890527725
762,13.6458780272
763,13.5388387581
764,13.4066385707
765,13.3039701739
766,13.1946639282
767,13.0650078524
768,12.9398603902
769,12.7623572715
770,12.6796709708
771,12.614065489
772,12.5292072657
773,12.4581496609
774,12.4247133339
775,11.9689105453
776,11.8579674465
777,11.7487869857
778,11.5782113507
779,11.5053540892
780,11.3780663757
781,11.2423455329
782,11.2290031712
783,11.281762682
784,11.3092955206
785,11.3809112479
786,11.4322407533
787,11.4308118125
788,11.4737578303
789,11.5341534587
790,11.5319910076
791,11.5919686435
792,11.5572448493
793,11.5211848322
794,11.6217111544
795,11.7708366264
796,11.8928514366
797,12.0718343556
798,12.2320860081
799,12.2849507867
800,12.3003165768
801,12.3411289336
802,12.4099677438
803,12.4659384382
804,12.491675969
805,12.4386990019
806,12.4628223431
807,12.4581496609
808,12.4472535477
809,12.4480315254
810,12.4309272439
811,12.3642902573
812,12.3218609767
813,12.3689277357
814,12.4037643109
815,12.4340353642
816,12.4379216075
817,12.4231603418
818,12.4643802933
819,12.7432280861
820,12.7983019248
821,12.8656696956
822,12.9196576458
823,12.9422868414
824,12.9220803087
825,13.0006583697
826,13.0209877766
827,13.0486867954
828,13.0250574711
829,12.989287769
830,12.9390516741
831,12.9261190898
832,12.9277349557
833,12.9811720005
834,13.0307571805
835,12.9803607026
836,13.0193602548
837,13.0356446308
838,13.0543968449
839,13.1018049086
840,13.1108154965
841,13.0968926529
842,13.0952556436
843,13.1346003982
844,13.1608958857
845,13.0977112343
846,13.0486867954
847,12.9220803087
848,12.950378299
849,13.0079732971
850,13.1018049086
851,13.1979630066
852,13.1872440168
853,13.0952556436
854,13.0177329365
855,12.9301591333
856,12.9617148391
857,12.9868525058
858,13.0633748285
859,13.0772620405
860,13.1748867689
861,13.1617184674
862,13.1798282779
863,13.1617184674
864,13.1198322813
865,13.0030962217
866,12.9552356016
867,12.951187723
868,13.0079732971
869,13.0707250439
870,13.102623797
871,13.057660852
872,13.0258715627
873,12.9876642095
874,12.9406691567
875,12.9083578897
876,12.8809567532
877,12.8271305241
878,12.8383591752
879,12.8287340157
880,12.8271305241
881,12.8447799598
882,12.8127081164
883,12.7241275729
884,12.7026737144
885,12.6353696949
886,12.6369492148
887,12.6931502809
888,12.6527552781
889,12.5990951766
890,12.6219517441
891,12.57077908
892,12.6330007852
893,12.7241275729
894,12.6306323196
895,12.5370404678
896,12.4651593414
897,12.3697008178
898,12.2788098467
899,12.261171738
900,12.2382035803
901,12.1103747187
902,12.0258981087
903,11.9838810381
904,11.9756449514
905,12.0138782216
906,11.9951211946
907,11.9233659484
908,11.9323118272
909,11.9442501071
910,11.9958709131
911,12.0537401781
912,12.092222774
913,12.0138782216
914,11.9943715229
915,12.0116258306
916,12.0447032622
917,12.1368951595
918,12.1452421439
919,11.8668642579
920,11.8409338641
921,11.8668642579
922,11.9092153549
923,11.9338034594
924,11.9308203814
925,11.8720571469
926,11.8661226021
927,11.8646394295
928,11.9188955245
929,12.0289049591
930,12.0982703971
931,12.1551141631
932,12.1771652853
933,12.2757405279
934,12.2841830013
935,12.2880224084
936,12.2527450794
937,12.2236793391
938,12.4146223544
939,12.5370404678
940,12.6511737825
941,12.8231226721
942,12.8399640704
943,12.8063033637
944,12.8103059589
945,12.8311396288
946,12.9067444458
947,12.9803607026
948,12.9447137477
949,12.8367544806
950,12.7783201928
951,12.7583696579
952,12.7042616479
953,12.7647504378
954,12.7551804642
955,12.7679420244
956,12.8183149026
957,12.8817618382
958,12.8978741085
959,12.8688865151
960,12.7799175827
961,12.7153827416
962,12.7249228557
963,12.8367544806
964,12.9366258294
965,13.0690913054
966,13.1329586757
967,13.1781809023
968,13.1897168569
969,13.218600943
970,13.1839476179
971,13.2152967058
972,13.2103418986
973,13.2161226876
974,13.2417537474
975,13.2740698915
976,13.2616312824
977,13.273240288
978,13.2840291781
979,13.2948268378
980,13.3481126457
981,13.4763662079
982,13.5100992722
983,13.553231419
984,13.5812138057
985,13.6092539657
986,13.6296831647
987,13.6492899232
988,13.6586770365
989,13.6937222789
990,13.6441723991
991,13.6373520181
992,13.6407617823
993,13.6689248867
994,13.6475838686
995,13.6169113244
996,13.6016009129
997,13.5506904263
998,13.5897047175
999,13.6441723991
1000,13.7177072737
1001,13.8763714779
1002,13.9773407424
1003,13.9956980465
1004,14.1257588573
1005,14.1681997634
1006,14.1912418046
1007,14.2909289953
1008,14.327596461
1009,14.3401385943
1010,14.3437240771
1011,14.3922159299
1012,14.3760337911
1013,14.4643572124
1014,14.5096290291
1015,14.5259615471
1016,14.588740025
1017,14.6472118508
1018,14.6774529006
1019,14.776860832
1020,14.8092205957
1021,14.8574288586
1022,14.8732232661
1023,14.8918264197
1024,14.8657885133
1025,14.9253707524
1026,14.965536635
1027,15.1131088051
1028,15.2526003001
1029,15.2793157198
1030,15.2917352086
1031,15.326180349
1032,15.4184138549
1033,15.4087803571
1034,15.4647385488
1035,15.5199299312
1036,15.6045494009
1037,15.6788473284
1038,15.5364286201
1039,15.4560420795
1040,15.4309464069
1041,15.3683853503
1042,15.4521785519
1043,15.6025989541
1044,15.6906108747
1045,15.7732031969
1046,15.7988554889
1047,15.7899711317
1048,15.7131823472
1049,15.738737026
1050,15.7259544958
1051,15.738737026
1052,15.8097209367
1053,15.8552392856
1054,15.8998949137
1055,15.9018825247
1056,15.8522667069
1057,15.8265276922
1058,15.8413720191
1059,15.9416869659
1060,16.0035808448
1061,16.1301065852
1062,16.2413831428
1063,16.2373233045
1064,16.2820373973
1065,16.2789848015
1066,16.3381032088
1067,16.2922168514
1068,16.2332644811
1069,16.2089328377
1070,16.2789848015
1071,16.3544494838
1072,16.3779759105
1073,16.4333449619
1074,16.4087134227
1075,16.3994861168
1076,16.4374538117
1077,16.4744797213
1078,16.5146852462
1079,16.5933166028
1080,16.5860586145
1081,16.5157174463
1082,16.6535765306
1083,16.6848312787
1084,16.7203242431
1085,16.7925863446
1086,16.832516135
1087,16.8377771183
1088,16.9158322007
1089,16.891533161
1090,16.9052631088
1091,16.9084331428
1092,16.8440924688
1093,16.7276409854
1094,16.6942191364
1095,16.6702384367
1096,16.66711306
1097,16.7496104285
1098,16.721369296
1099,16.6494136568
1100,16.6130328704
1101,16.4961166721
1102,16.4117903449
1103,16.3882153449
1104,16.275932778
1105,16.2038683375
1106,16.5229446535
1107,16.5074616517
1108,16.4683029496
1109,16.434372078
1110,16.4005111168
1111,16.320753193
1112,16.3217732719
1113,16.3238136211
1114,16.2850905656
1115,16.2698304475
1116,16.2089328377
1117,16.0697319587
1118,15.9736022444
1119,15.856230269
1120,15.7761609498
1121,15.7220234986
1122,15.7161288451
1123,15.6612185432
1124,15.754483635
1125,15.6827675302
1126,15.6436095792
1127,15.4579742055
1128,15.2487876266
1129,15.1159427787
1130,15.0593641445
1131,15.018946439
1132,14.9440391311
1133,14.8946188989
1134,14.8713642294
1135,14.8314510953
1136,14.7907206348
1137,14.7307552195
1138,14.6481273302
1139,14.5878282573
1140,14.5250537028
1141,14.459837807
1142,14.3940150693
1143,14.2784299016
1144,14.2267642937
1145,14.2010016379
1146,14.1930158207
1147,14.1868077344
1148,14.3311788079
1149,14.3724402319
1150,14.4544163844
1151,14.4806387709
1152,14.4489969944
1153,14.4264380654
1154,14.4282414829
1155,14.450803232
1156,14.4426769409
1157,14.4544163844
1158,14.4201278792
1159,14.3778309076
1160,14.3931154715
1161,14.3034390306
1162,14.2249860593
1163,14.2481204533
1164,14.241888264
1165,14.2392181603
1166,14.2294320621
1167,14.3724402319
1168,14.4752095494
1169,14.502376028
1170,14.4607415751
1171,14.4264380654
1172,14.489691999
1173,14.5468576322
1174,14.6325719601
1175,14.7888719103
1176,14.9067256945
1177,14.9496441967
1178,14.9533820749
1179,14.9263036172
1180,15.0499549826
1181,15.0942292213
1182,14.9599256109
1183,14.930968816
1184,14.9580557371
1185,15.0320937682
1186,15.1974097174
1187,15.4001153554
1188,15.5558612988
1189,15.7053277198
1190,15.8810249947
1191,15.9845878719
1192,16.091843038
1193,16.2251498777
1194,16.3034216017
1195,16.4528711504
1196,16.5033353021
1197,16.4477304315
1198,16.4066624617
1199,16.4312909221
1200,16.3933374625
1201,16.434372078
1202,16.51778204
1203,16.6099182188
1204,16.6577404452
1205,16.6921324894
1206,16.4282103439
1207,16.4796288007
1208,16.6254973187
1209,16.7705605326
1210,16.879924223
1211,16.8830895055
1212,16.8904774732
1213,16.8883662955
1214,16.9232344964
1215,16.9306400314
1216,16.9158322007
1217,16.9444017663
1218,16.9602945916
1219,17.0399825953
1220,17.1457443506
1221,17.1264662342
1222,17.2273803684
1223,17.2219976531
1224,17.3104869512
1225,17.5128955827
1226,17.6623896449
1227,17.8968550164
1228,18.0530112659
1229,18.2310284072
1230,18.411951651
1231,18.5100254219
1232,18.5343357805
1233,18.5030854637
1234,18.5320191333
1235,18.4973041529
1236,18.4603465145
1237,18.4996164604
1238,18.5621581457
1239,18.5714415454
1240,18.5239131482
1241,18.4915246484
1242,18.5042419427
1243,18.5575181862
1244,18.5424463264
1245,18.5528793865
1246,18.5436052655
1247,18.4834363758
1248,18.375164547
1249,18.4718878374
1250,18.5482417464
1251,18.4695789957
1252,18.4615003222
1253,18.4004477765
1254,18.4004477765
1255,18.4407428127
1256,18.5378112942
1257,18.5181253298
1258,18.4880578126
1259,18.4165552143
1260,18.3545041106
1261,18.347622462
1262,18.3923993414
1263,18.3545041106
1264,18.2880894824
1265,18.2184988827
1266,18.1401007737
1267,18.051882988
1268,18.0034336853
1269,18.0023085059
1270,18.0113119108
1271,17.9416531282
1272,17.8890268548
1273,17.8923813618
1274,17.8633298529
1275,17.6999621295
1276,17.539184638
1277,17.4789971972
1278,17.4604356253
1279,17.4844602374
1280,17.4375338361
1281,17.3755231439
1282,17.3549019564
1283,17.3321385893
1284,17.2618696068
1285,17.1350316085
1286,16.9094899529
1287,16.721369296
1288,16.4806588097
1289,16.3626287532
1290,16.2515371801
1291,16.1846376643
1292,16.200830397
1293,16.17351455
1294,16.189696154
1295,16.1472539313
1296,16.1442266051
1297,16.2210940972
1298,16.32891561
1299,16.3575162305
1300,16.4785988561
1301,16.4107646401
1302,16.3953867577
1303,16.3718353209
1304,16.3933374625
1305,16.4395086219
1306,16.4210245739
1307,16.3923129109
1308,16.3401455993
1309,16.2932351468
1310,16.2180529272
1311,16.2332644811
1312,16.2952719285
1313,16.3054596568
1314,16.351383312
1315,16.4323179099
1316,16.455956353
1317,16.5146852462
1318,16.5498162658
1319,16.5188144336
1320,16.4806588097
1321,16.5912425678
1322,16.5405096119
1323,16.6817031661
1324,16.6151096293
1325,16.4868402157
1326,16.4169198309
1327,16.2973089648
1328,16.3074979666
1329,16.2810198018
1330,16.2261639812
1331,16.2627139535
1332,16.490962441
1333,16.6078421088
1334,16.6452518237
1335,16.7558927103
1336,16.8156920323
1337,16.747516858
1338,16.7286864956
1339,16.7904874025
1340,16.8841447316
1341,16.9020936691
1342,16.9475791395
1343,16.982569593
1344,17.0261432325
1345,17.0304003004
1346,17.0048738496
1347,17.0751638276
1348,17.1200450134
1349,17.0027483732
1350,16.9889392508
1351,17.1457443506
1352,17.2748208652
1353,17.4135737034
1354,17.489924985
1355,17.4538891894
1356,17.4092208541
1357,17.4811822084
1358,17.5863845932
1359,17.6723275338
1360,17.7442673933
1361,17.8599807925
1362,17.8655629087
1363,17.9069248292
1364,17.9450175036
1365,17.9989333895
1366,18.0214461237
1367,18.0079351064
1368,18.1083833581
1369,18.1525763809
1370,18.2014270436
1371,18.3086751604
1372,18.356798567
1373,18.299523111
1374,18.3132529014
1375,18.3613883404
1376,18.3878018162
1377,18.4142532888
1378,18.4338288306
1379,18.41080094
1380,18.3212667024
1381,18.3235570039
1382,18.4165552143
1383,18.4949921344
1384,18.5146535068
1385,18.5123393197
1386,18.5667992654
1387,18.5749240172
1388,18.6121110399
1389,18.5714415454
1390,18.5007727226
1391,18.4499654896
1392,18.4845916267
1393,18.649372511
1394,18.6190918903
1395,18.580729588
1396,18.6074585937
1397,18.5331774207
1398,18.4649621781
1399,18.4695789957
1400,18.4015978405
1401,18.4615003222
1402,18.4615003222
1403,18.447659388
1404,18.42461422
1405,18.3579459028
1406,18.3155422011
1407,18.3281384658
1408,18.2344470455
1409,18.1707380366
1410,18.1605198706
1411,18.190054706
1412,18.1242351277
1413,18.1321662154
1414,18.1185721891
1415,18.0169413253
1416,17.9966836634
1417,17.9214801179
1418,17.8912631229
1419,17.9483825098
1420,17.957358945
1421,17.970832016
1422,17.9562366451
1423,17.8644463459
1424,17.8666795412
1425,17.8454754517
1426,17.7920192497
1427,17.7331806911
1428,17.6271001668
1429,17.5194641501
1430,17.4811822084
1431,17.4789971972
1432,17.3126508973
1433,17.2230740616
1434,17.172555517
1435,17.191885513
1436,17.267264784
1437,17.3700941413
1438,17.4549800916
1439,17.4746279941
1440,17.4800896687
1441,17.5085179061
1442,17.4757201924
1443,17.3983434906
1444,17.3798675677
1445,17.3094050796
1446,17.3364721657
1447,17.4255496516
1448,17.489924985
1449,17.5293216208
1450,17.4746279941
1451,17.3852996251
1452,17.3278060963
1453,17.2607907737
1454,17.2026337999
1455,17.269423327
1456,17.3364721657
1457,17.2996712771
1458,17.2532408294
1459,17.2834604353
1460,17.286701388
1461,17.2553976193
1462,17.2176926918
1463,17.2144646771
1464,17.2037089982
1465,17.2607907737
1466,17.3180619462
1467,17.3863862402
1468,17.2813001378
1469,17.2144646771
1470,17.1865138881
1471,17.2123130035
1472,17.2123130035
1473,17.2705026997
1474,17.33538867
1475,17.4005184195
1476,17.4833674928
1477,17.5074236579
1478,17.4844602374
1479,17.5118010609
1480,17.5512469733
1481,17.5885830287
1482,17.5874837766
1483,17.6149857003
1484,17.5962797173
1485,17.5764950336
1486,17.5107066076
1487,17.4462547831
1488,17.4201050181
1489,17.4833674928
1490,17.5205591508
1491,17.5863845932
1492,17.5545381407
1493,17.3766091481
1494,17.395081607
1495,17.4005184195
1496,17.3766091481
1497,17.3635815771
1498,17.3148151139
1499,17.2295339255
1500,17.2015586689
1501,17.2349189962
1502,17.2209213119
1503,17.2155406147
1504,17.1639713854
1505,17.1639713854
1506,17.1628986707
1507,17.1693359646
1508,17.2252270804
1509,17.2230740616
1510,17.2349189962
1511,17.2413833028
1512,17.4124853891
1513,17.4811822084
1514,17.4746279941
1515,17.5501500547
1516,17.5556353336
1517,17.6061804089
1518,17.6712230478
1519,17.6634935787
1520,17.6337115689
1521,17.5249398382
1522,17.4746279941
1523,17.4538891894
1524,17.3679230152
1525,17.4005184195
1526,17.3961688336
1527,17.4059569312
1528,17.3831265984
1529,17.3559866717
1530,17.3386393601
1531,17.2015586689
1532,17.1168353059
1533,17.0357231321
1534,16.9571148345
1535,16.830412202
1536,17.01656872
1537,17.0240150976
1538,16.9242922316
1539,16.8409344975
1540,16.7370529303
1541,16.7025683331
1542,16.6837885094
1543,16.7245048467
1544,16.6910892638
1545,16.6796180836
1546,16.6078421088
1547,16.4477304315
1548,16.3238136211
1549,16.2373233045
1550,16.1260745626
1551,16.0858097282
1552,16.0155880326
1553,15.9596314556
1554,15.962624167
1555,15.9088411204
1556,15.7722174025
1557,15.7357862895
1558,15.7112183221
1559,15.6945340178
1560,15.7456242299
1561,15.7161288451
1562,15.747592556
1563,15.7131823472
1564,15.69355314
1565,15.5889526511
1566,15.5529448482
1567,15.549057098
1568,15.5286623475
1569,15.499573385
1570,15.5393419736
1571,15.4705389133
1572,15.483113834
1573,15.4521785519
1574,15.3693459044
1575,15.3233069596
1576,15.2554604308
1577,15.2221255844
1578,15.2879127526
1579,15.3319287444
1580,15.3434320042
1581,15.3578232165
1582,15.3300123731
1583,15.2592747727
1584,15.2993829879
1585,15.3924172224
1586,15.4193775359
1587,15.4454197024
1588,15.4618391821
1589,15.4531443433
1590,15.4802110223
1591,15.5315742447
1592,15.4531443433
1593,15.4087803571
1594,15.3578232165
1595,15.3280962413
1596,15.3395966256
1597,15.3933792785
1598,15.3981904613
1599,15.498604692
1600,15.5870041538
1601,15.6494770329
1602,15.7407044911
1603,15.8245494998
1604,15.9018825247
1605,15.9406906416
1606,16.0225963853
1607,16.0205936859
1608,16.0858097282
1609,16.2048811109
1610,16.3268746231
1611,16.3892396404
1612,16.3146340579
1613,16.3360610735
1614,16.4333449619
1615,16.5136531106
1616,16.5456793289
1617,16.5353415102
1618,16.499209984
1619,16.4961166721
1620,16.5767315801
1621,16.6639882692
1622,16.7119661707
1623,16.7873394812
1624,16.8493570702
1625,16.8683232634
1626,16.8714863705
1627,16.8978686738
1628,16.8430397459
1629,16.8104379496
1630,16.7621773483
1631,16.8198964809
1632,16.8377771183
1633,16.9232344964
1634,16.9316982294
1635,16.9645351953
1636,16.7171894762
1637,16.6296542126
1638,16.6681547871
1639,16.7234595979
1640,16.8356725277
1641,16.891533161
1642,16.8757047694
1643,16.80938733
1644,16.7684643436
1645,16.7695124053
1646,16.7506573119
1647,16.7747536969
1648,16.7600822071
1649,16.7684643436
1650,16.8293603341
1651,16.8009847372
1652,16.747516858
1653,16.6837885094
1654,16.5933166028
1655,16.51778204
1656,16.7265955405
1657,16.7978348479
1658,16.8873108056
1659,17.0016857346
1660,16.9963735379
1661,17.0123151095
1662,17.0623622559
1663,17.1082790275
1664,17.1521752105
1665,17.2899429484
1666,17.4113971427
1667,17.4921113623
1668,17.605080057
1669,17.7498133434
1670,17.6844814364
1671,17.7298560315
1672,17.7298560315
1673,17.7309641821
1674,17.7764580419
1675,17.8042554687
1676,17.8946180493
1677,18.0034336853
1678,18.0169413253
1679,17.9955589058
1680,18.3705713301
1681,18.3533569899
1682,18.3648314235
1683,18.4361332032
1684,18.3361587807
1685,18.2595366553
1686,18.235586734
1687,18.2105300327
1688,18.1730095209
1689,18.0948071623
1690,17.9966836634
1691,17.8443601443
1692,17.7964678106
1693,17.7542513514
1694,17.7631306968
1695,17.7088143234
1696,17.6701186309
1697,17.5874837766
1698,17.6425306293
1699,17.5435699823
1700,17.3809538434
1701,17.3223920029
1702,17.206934996
1703,17.0805006501
1704,17.0112518731
1705,16.9391074681
1706,16.8535699361
1707,16.7496104285
1708,16.5870952756
1709,16.4271836128
1710,16.2911986197
1711,16.1795807553
1712,16.0928488096
1713,15.9426833524
1714,15.7909580357
1715,15.6094265846
1716,15.5335158128
1717,15.4473505005
1718,15.4213050786
1719,15.3300123731
1720,15.2116639696
1721,15.0904561356
1722,15.0678374197
1723,14.9711497636
1724,14.8453621005
1725,14.7639367339
1726,14.6967297052
1727,14.6115527491
1728,14.6216016455
1729,14.6802051811
1730,14.6857112903
1731,14.6252575029
1732,14.5532232748
1733,14.4969386565
1734,14.5050954784
