2509801309,-300000000
4537082914,-300000000
4645263861,-300000000
4974913023,-300000000
5440065284,-300000000
5554591681,-300000000
5756212140,-300000000
5989501727,-300000000
6051350394,-300000000
6058486346,-300000000
6170713516,-300000000
6210690644,-300000000
6232114040,-300000000
6234228702,-300000000
6238968291,-300000000
6238987821,-300000000
6251695084,-2000000
6251707278,-1000000
6251711349,-1000000
6251851196,-1000000
6251933641,-285000000
3717273889,-300000000
5129801730,-300000000
5395569090,-323000000
5633011295,-303000000
5966221727,-300000000
6088049391,-300000000
6127579890,-300000000
6207117281,-300000000
6233772796,-300000000
6233997073,-300000000
6250804554,-39000000
6251466564,-300000000
6251495546,-1000000
6251855939,-1000000
1883650996,-300000000
2781977153,-300000000
4344717799,-300000000
4894777363,-300000000
5495696295,-300000000
5990363731,-300000000
6104080360,-300000000
6120305198,-300000000
6126637907,-300000000
6127623791,-300000000
6127639808,-300000000
6144911843,-305000000
6217662400,-300000000
6235717637,-300000000
6251663901,-1000000
6251848848,-1000000
6251860344,-3000000
6251927880,-1000000
6251965441,-8000000
2721624573,-300000000
4898822050,-300000000
5484770275,-322000000
5844816811,-300000000
6125239843,-300000000
6127577830,-300000000
6127580544,-300000000
6127609563,-300000000
6144560182,-300000000
6192230159,-304000000
6224859833,-300000000
6239415937,-300000000
6251687214,-13000000
686717012,-300000000
1444478784,-300000000
3436840924,-300000000
3568768397,-300000000
3860873158,-300000000
4034911254,-300000000
4923187980,-300000000
4952205202,-300000000
5390365937,-309000000
5546501684,-300000000
5556362409,-300000000
5755202201,-300000000
6127575949,-300000000
6127920612,-300000000
6129259703,-300000000
6133177339,-300000000
6184180640,-300000000
6186359248,-300000000
6224368268,-300000000
6230566191,-300000000
6238183080,-300000000
6238984501,-300000000
6239959573,-300000000
6251671550,-1000000
6251693448,-2000000
6251764251,-1000000
6251890064,-1000000
6251930534,-1000000
331416465,-300000000
3971836226,-300000000
4731858889,-300000000
4986079692,-310000000
5038833306,-300000000
5442613342,-300000000
5492968665,-300000000
5611790910,-300000000
5623633078,-300000000
5990807259,-300000000
6000622471,-300000000
6114500435,-300000000
6125407858,-300000000
6217588580,-300000000
6223149153,-300000000
6240932816,-300000000
6251767401,-155000000
6251855493,-2000000
6252017657,-102000000
98680993,-300000000
871805047,-300000000
2052283888,-300000000
2624991179,-300000000
3244822959,-300000000
3911641020,-300000000
3995661466,-300000000
4533731831,-300000000
4974630151,-300000000
5352916642,-300000000
5456984268,-300000000
5842287697,-300000000
6128087661,-300000000
6167731347,-300000000
6217588556,-300000000
6225549754,-300000000
6251439036,-395000000
6251527783,-7000000
6251639994,-300000000
6251752726,-1000000
6251995740,-1000000
3418319,-300000000
105360316,-300000000
609252516,-312000000
2939507935,-300000000
3717263309,-300000000
3730489914,-300000000
4093289082,-300000000
4420033984,-300000000
4888098648,-300000000
4974896886,-300000000
